rel_path,abs_path,size_bytes,size_mb,modified,filename,parent
carbonZ_2018-07-18-16-22-01_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-22-01_engine_failure_with_emr_traj-mavros-wind_estimation.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-22-01_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-22-01_engine_failure_with_emr_traj-mavros-wind_estimation.csv,24696,0.024,2026-01-29T01:53:50,carbonZ_2018-07-18-16-22-01_engine_failure_with_emr_traj-mavros-wind_estimation.csv,carbonZ_2018-07-18-16-22-01_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-diagnostics.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-diagnostics.csv,32210,0.031,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-diagnostics.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavlink-from.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavlink-from.csv,811552,0.774,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavlink-from.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-battery.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-battery.csv,67682,0.065,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-battery.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-global_position-compass_hdg.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-global_position-compass_hdg.csv,3349,0.003,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-global_position-compass_hdg.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-global_position-global.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-global_position-global.csv,21282,0.02,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-global_position-global.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-global_position-local.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-global_position-local.csv,67702,0.065,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-global_position-local.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-global_position-raw-fix.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-global_position-raw-fix.csv,25595,0.024,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-global_position-raw-fix.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-global_position-raw-gps_vel.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-global_position-raw-gps_vel.csv,14446,0.014,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-global_position-raw-gps_vel.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-global_position-rel_alt.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-global_position-rel_alt.csv,3405,0.003,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-global_position-rel_alt.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-imu-atm_pressure.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-imu-atm_pressure.csv,22545,0.022,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-imu-atm_pressure.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-imu-data.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-imu-data.csv,28216,0.027,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-imu-data.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-imu-data_raw.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-imu-data_raw.csv,86862,0.083,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-imu-data_raw.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-imu-mag.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-imu-mag.csv,37385,0.036,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-imu-mag.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-imu-temperature.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-imu-temperature.csv,20133,0.019,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-imu-temperature.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-local_position-odom.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-local_position-odom.csv,74679,0.071,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-local_position-odom.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-local_position-pose.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-local_position-pose.csv,19798,0.019,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-local_position-pose.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-local_position-velocity.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-local_position-velocity.csv,17913,0.017,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-local_position-velocity.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-nav_info-airspeed.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-nav_info-airspeed.csv,39151,0.037,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-nav_info-airspeed.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-nav_info-errors.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-nav_info-errors.csv,56421,0.054,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-nav_info-errors.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-nav_info-pitch.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-nav_info-pitch.csv,45608,0.043,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-nav_info-pitch.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-nav_info-roll.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-nav_info-roll.csv,45212,0.043,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-nav_info-roll.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-nav_info-velocity.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-nav_info-velocity.csv,78216,0.075,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-nav_info-velocity.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-nav_info-yaw.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-nav_info-yaw.csv,40888,0.039,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-nav_info-yaw.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-rc-in.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-rc-in.csv,11767,0.011,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-rc-in.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-rc-out.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-rc-out.csv,7932,0.008,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-rc-out.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-setpoint_raw-target_global.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-setpoint_raw-target_global.csv,114028,0.109,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-setpoint_raw-target_global.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-state.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-state.csv,1966,0.002,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-state.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-time_reference.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-time_reference.csv,4572,0.004,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-time_reference.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-vfr_hud.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-vfr_hud.csv,9293,0.009,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-vfr_hud.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-wind_estimation.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_1_no_failure/carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-wind_estimation.csv,6007,0.006,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_1_no_failure-mavros-wind_estimation.csv,carbonZ_2018-07-18-16-37-39_1_no_failure
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-diagnostics.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-diagnostics.csv,134110,0.128,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-diagnostics.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-emergency_responder-traj_file.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-emergency_responder-traj_file.csv,63,0.0,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-emergency_responder-traj_file.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-failure_status-engines.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-failure_status-engines.csv,1843,0.002,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-failure_status-engines.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavctrl-path_dev.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavctrl-path_dev.csv,345614,0.33,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavctrl-path_dev.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavctrl-rpy.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavctrl-rpy.csv,434801,0.415,2026-01-29T01:53:50,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavctrl-rpy.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavlink-from.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavlink-from.csv,3451433,3.292,2026-01-29T01:53:51,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavlink-from.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-battery.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-battery.csv,287462,0.274,2026-01-29T01:53:51,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-battery.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-global_position-compass_hdg.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-global_position-compass_hdg.csv,14308,0.014,2026-01-29T01:53:51,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-global_position-compass_hdg.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-global_position-global.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-global_position-global.csv,89501,0.085,2026-01-29T01:53:51,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-global_position-global.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-global_position-local.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-global_position-local.csv,282456,0.269,2026-01-29T01:53:51,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-global_position-local.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-global_position-raw-fix.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-global_position-raw-fix.csv,108373,0.103,2026-01-29T01:53:51,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-global_position-raw-fix.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-global_position-raw-gps_vel.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-global_position-raw-gps_vel.csv,61635,0.059,2026-01-29T01:53:51,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-global_position-raw-gps_vel.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-global_position-rel_alt.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-global_position-rel_alt.csv,14482,0.014,2026-01-29T01:53:51,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-global_position-rel_alt.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-imu-atm_pressure.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-imu-atm_pressure.csv,96418,0.092,2026-01-29T01:53:51,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-imu-atm_pressure.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-imu-data.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-imu-data.csv,114542,0.109,2026-01-29T01:53:51,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-imu-data.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-imu-data_raw.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-imu-data_raw.csv,367582,0.351,2026-01-29T01:53:51,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-imu-data_raw.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-imu-mag.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-imu-mag.csv,158834,0.151,2026-01-29T01:53:51,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-imu-mag.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-imu-temperature.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-imu-temperature.csv,86026,0.082,2026-01-29T01:53:51,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-imu-temperature.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-local_position-odom.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-local_position-odom.csv,312306,0.298,2026-01-29T01:53:51,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-local_position-odom.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-local_position-pose.csv,/content/gdrive/MyDrive/datasets/ALFA/processed_csv/processed/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj/carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-local_position-pose.csv,84235,0.08,2026-01-29T01:53:51,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj-mavros-local_position-pose.csv,carbonZ_2018-07-18-16-37-39_2_engine_failure_with_emr_traj
