flight,file,rows,cols,numeric_cols,null_ratio
carbonZ_2018-07-30-17-10-45_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-10-45_engine_failure_with_emr_traj-mavros-setpoint_raw-target_global.csv,2480.0,17.0,17.0,0.058824
carbonZ_2018-07-30-17-10-45_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-10-45_engine_failure_with_emr_traj-mavros-state.csv,133.0,9.0,8.0,0.111111
carbonZ_2018-07-30-17-10-45_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-10-45_engine_failure_with_emr_traj-mavros-time_reference.csv,283.0,6.0,5.0,0.166667
carbonZ_2018-07-30-17-10-45_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-10-45_engine_failure_with_emr_traj-mavros-vfr_hud.csv,341.0,10.0,10.0,0.1
carbonZ_2018-07-30-17-10-45_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-10-45_engine_failure_with_emr_traj-mavros-wind_estimation.csv,283.0,10.0,10.0,0.1
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavctrl-rpy.csv,5292.0,4.0,4.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-failure_status-engines.csv,96.0,2.0,2.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-emergency_responder-traj_file.csv,1.0,2.0,1.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavctrl-path_dev.csv,5292.0,4.0,4.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-diagnostics.csv,85.0,122.0,35.0,0.008197
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-battery.csv,2152.0,16.0,16.0,0.375
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-global_position-compass_hdg.csv,433.0,2.0,2.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-global_position-global.csv,433.0,19.0,18.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-global_position-local.csv,433.0,90.0,88.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-global_position-raw-fix.csv,533.0,19.0,18.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-global_position-raw-gps_vel.csv,533.0,10.0,9.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-global_position-rel_alt.csv,433.0,2.0,2.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-imu-atm_pressure.csv,1066.0,6.0,5.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-imu-data_raw.csv,1066.0,41.0,40.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-imu-data.csv,264.0,41.0,40.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-imu-mag.csv,1066.0,16.0,15.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-imu-temperature.csv,1066.0,6.0,5.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-local_position-odom.csv,434.0,90.0,88.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-local_position-pose.csv,434.0,11.0,10.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-local_position-velocity.csv,434.0,10.0,9.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-nav_info-airspeed.csv,1995.0,6.0,5.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-nav_info-errors.csv,2030.0,8.0,7.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-nav_info-pitch.csv,2030.0,6.0,5.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-nav_info-roll.csv,2030.0,6.0,5.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-nav_info-velocity.csv,1995.0,11.0,10.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-nav_info-yaw.csv,2030.0,6.0,5.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-rc-in.csv,312.0,21.0,21.0,0.047619
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-rc-out.csv,312.0,12.0,12.0,0.083333
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-setpoint_raw-local.csv,5286.0,17.0,17.0,0.0
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-setpoint_raw-target_global.csv,1995.0,17.0,17.0,0.058824
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-state.csv,107.0,9.0,8.0,0.111111
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-time_reference.csv,222.0,6.0,5.0,0.166667
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-vfr_hud.csv,264.0,10.0,10.0,0.1
carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-20-01_engine_failure_with_emr_traj-mavros-wind_estimation.csv,222.0,10.0,10.0,0.1
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-diagnostics.csv,117.0,122.0,35.0,0.008197
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavctrl-rpy.csv,7728.0,4.0,4.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-failure_status-engines.csv,118.0,2.0,2.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavctrl-path_dev.csv,7728.0,4.0,4.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-battery.csv,3175.0,16.0,16.0,0.375
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-emergency_responder-traj_file.csv,1.0,2.0,1.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-global_position-compass_hdg.csv,641.0,2.0,2.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-global_position-global.csv,641.0,19.0,18.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-global_position-local.csv,641.0,90.0,88.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-global_position-raw-fix.csv,784.0,19.0,18.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-global_position-raw-gps_vel.csv,784.0,10.0,9.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-global_position-rel_alt.csv,641.0,2.0,2.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-imu-atm_pressure.csv,1570.0,6.0,5.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-imu-data.csv,387.0,41.0,40.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-imu-data_raw.csv,1570.0,41.0,40.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-imu-mag.csv,1570.0,16.0,15.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-imu-temperature.csv,1570.0,6.0,5.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-local_position-odom.csv,642.0,90.0,88.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-local_position-pose.csv,642.0,11.0,10.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-local_position-velocity.csv,642.0,10.0,9.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-nav_info-airspeed.csv,2902.0,6.0,5.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-nav_info-errors.csv,2980.0,8.0,7.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-nav_info-pitch.csv,2980.0,6.0,5.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-nav_info-roll.csv,2980.0,6.0,5.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-nav_info-velocity.csv,2902.0,11.0,10.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-nav_info-yaw.csv,2980.0,6.0,5.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-rc-in.csv,455.0,21.0,21.0,0.047619
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-rc-out.csv,455.0,12.0,12.0,0.083333
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-setpoint_raw-target_global.csv,2902.0,17.0,17.0,0.058824
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-setpoint_raw-local.csv,7726.0,17.0,17.0,0.0
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-state.csv,157.0,9.0,8.0,0.111111
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-time_reference.csv,320.0,6.0,5.0,0.166667
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-vfr_hud.csv,387.0,10.0,10.0,0.1
carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-36-35_engine_failure_with_emr_traj-mavros-wind_estimation.csv,320.0,10.0,10.0,0.1
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-emergency_responder-traj_file.csv,1.0,2.0,1.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-diagnostics.csv,85.0,122.0,35.0,0.008197
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavctrl-rpy.csv,5583.0,4.0,4.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-battery.csv,2272.0,16.0,16.0,0.375
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavctrl-path_dev.csv,5583.0,4.0,4.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-failure_status-engines.csv,112.0,2.0,2.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-global_position-compass_hdg.csv,460.0,2.0,2.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavlink-from.csv,22198.0,19.0,17.0,0.152942
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-global_position-global.csv,460.0,19.0,18.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-global_position-local.csv,460.0,90.0,88.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-global_position-raw-fix.csv,564.0,19.0,18.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-global_position-raw-gps_vel.csv,564.0,10.0,9.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-global_position-rel_alt.csv,460.0,2.0,2.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-imu-atm_pressure.csv,1126.0,6.0,5.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-imu-data.csv,281.0,41.0,40.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-imu-data_raw.csv,1127.0,41.0,40.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-imu-mag.csv,1127.0,16.0,15.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-imu-temperature.csv,1126.0,6.0,5.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-local_position-odom.csv,460.0,90.0,88.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-local_position-pose.csv,460.0,11.0,10.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-local_position-velocity.csv,460.0,10.0,9.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-nav_info-airspeed.csv,2089.0,6.0,5.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-nav_info-errors.csv,2144.0,8.0,7.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-nav_info-pitch.csv,2144.0,6.0,5.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-nav_info-roll.csv,2144.0,6.0,5.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-nav_info-velocity.csv,2089.0,11.0,10.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-nav_info-yaw.csv,2144.0,6.0,5.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-rc-in.csv,332.0,21.0,21.0,0.047619
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-rc-out.csv,332.0,12.0,12.0,0.083333
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-setpoint_raw-local.csv,5561.0,17.0,17.0,0.0
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-setpoint_raw-target_global.csv,2089.0,17.0,17.0,0.058824
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-state.csv,113.0,9.0,8.0,0.111111
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-time_reference.csv,233.0,6.0,5.0,0.166667
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-vfr_hud.csv,281.0,10.0,10.0,0.1
carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj,carbonZ_2018-07-30-17-46-31_engine_failure_with_emr_traj-mavros-wind_estimation.csv,233.0,10.0,10.0,0.1
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavctrl-rpy.csv,6219.0,4.0,4.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-failure_status-engines.csv,42.0,2.0,2.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-diagnostics.csv,93.0,122.0,35.0,0.008197
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-battery.csv,2542.0,16.0,16.0,0.375
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavctrl-path_dev.csv,6219.0,4.0,4.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-global_position-compass_hdg.csv,512.0,2.0,2.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-global_position-global.csv,512.0,19.0,18.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-global_position-local.csv,512.0,90.0,88.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-global_position-raw-fix.csv,622.0,19.0,18.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-global_position-raw-gps_vel.csv,622.0,10.0,9.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-global_position-rel_alt.csv,512.0,2.0,2.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-imu-atm_pressure.csv,1244.0,6.0,5.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-imu-data.csv,317.0,41.0,40.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-imu-data_raw.csv,1244.0,41.0,40.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-imu-mag.csv,1244.0,16.0,15.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-imu-temperature.csv,1244.0,6.0,5.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-local_position-odom.csv,512.0,90.0,88.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-local_position-pose.csv,512.0,11.0,10.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-local_position-velocity.csv,512.0,10.0,9.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-nav_info-airspeed.csv,2346.0,6.0,5.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-nav_info-errors.csv,2396.0,8.0,7.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-nav_info-pitch.csv,2396.0,6.0,5.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-nav_info-roll.csv,2396.0,6.0,5.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-nav_info-velocity.csv,2346.0,11.0,10.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-nav_info-yaw.csv,2396.0,6.0,5.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-rc-in.csv,371.0,21.0,21.0,0.047619
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-rc-out.csv,371.0,12.0,12.0,0.083333
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-setpoint_raw-local.csv,6219.0,17.0,17.0,0.0
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-setpoint_raw-target_global.csv,2346.0,17.0,17.0,0.058824
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-state.csv,125.0,9.0,8.0,0.111111
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-time_reference.csv,264.0,6.0,5.0,0.166667
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-vfr_hud.csv,317.0,10.0,10.0,0.1
carbonZ_2018-09-11-11-56-30_engine_failure,carbonZ_2018-09-11-11-56-30_engine_failure-mavros-wind_estimation.csv,264.0,10.0,10.0,0.1
carbonZ_2018-09-11-14-16-55_no_failure,carbonZ_2018-09-11-14-16-55_no_failure-diagnostics.csv,26.0,122.0,35.0,0.008197
carbonZ_2018-09-11-14-16-55_no_failure,carbonZ_2018-09-11-14-16-55_no_failure-mavros-global_position-compass_hdg.csv,139.0,2.0,2.0,0.0
carbonZ_2018-09-11-14-16-55_no_failure,carbonZ_2018-09-11-14-16-55_no_failure-mavros-global_position-global.csv,139.0,19.0,18.0,0.0
carbonZ_2018-09-11-14-16-55_no_failure,carbonZ_2018-09-11-14-16-55_no_failure-mavros-global_position-raw-fix.csv,168.0,19.0,18.0,0.0
carbonZ_2018-09-11-14-16-55_no_failure,carbonZ_2018-09-11-14-16-55_no_failure-mavros-battery.csv,689.0,16.0,16.0,0.375
carbonZ_2018-09-11-14-16-55_no_failure,carbonZ_2018-09-11-14-16-55_no_failure-mavros-global_position-local.csv,139.0,90.0,88.0,0.0
carbonZ_2018-09-11-14-16-55_no_failure,carbonZ_2018-09-11-14-16-55_no_failure-mavros-global_position-raw-gps_vel.csv,168.0,10.0,9.0,0.0
carbonZ_2018-09-11-14-16-55_no_failure,carbonZ_2018-09-11-14-16-55_no_failure-mavros-global_position-rel_alt.csv,139.0,2.0,2.0,0.0
carbonZ_2018-09-11-14-16-55_no_failure,carbonZ_2018-09-11-14-16-55_no_failure-mavros-imu-atm_pressure.csv,334.0,6.0,5.0,0.0
carbonZ_2018-09-11-14-16-55_no_failure,carbonZ_2018-09-11-14-16-55_no_failure-mavros-imu-data.csv,88.0,41.0,40.0,0.0
